K values is: 5


Accurracy is: 0.7191011235955056

Predicted Target:
[1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1
 1 1 0 0 1 1 1 1 1 0 1 1 0 0 1]

Real Target:
[1 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1
 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1]


Distances:
[(163, 0.963335997965696), (80, 1.2170174318974625), (158, 1.2177468018667532), (32, 1.2375382771510424), (55, 1.2421904239722563)]
[(17, 1.072348188501536), (23, 1.2601647997482972), (21, 1.2765703947455238), (55, 1.3500162824338753), (119, 1.3840745852954146)]
[(174, 1.0410504918007972), (110, 1.0523389190951342), (70, 1.0757133442106), (69, 1.0928204483114006), (21, 1.1388668633120234)]
[(147, 1.393145967329397), (132, 1.4242629507276674), (154, 1.466685453010211), (35, 1.4945894154764632), (90, 1.500522158927391)]
[(176, 1.28020559410317), (174, 1.2830644572350467), (21, 1.294119680882892), (114, 1.4324244876073124), (136, 1.4863001109039202)]
[(154, 0.6684480914576814), (100, 0.7184739820059088), (70, 0.8121775023088665), (33, 0.936063579333769), (110, 0.9547668467941993)]
[(87, 1.2047361129208576), (174, 1.3044893498801264), (61, 1.3290698819138602), (74, 1.3661671228369192), (38, 1.4194540123705797)]
[(47, 0.8325432241972031), (70, 0.9204518178871114), (174, 0.9446890833183662), (10, 1.0615184173207837), (41, 1.0646929679753927)]
[(10, 0.6917470150894027), (131, 0.8536569303306764), (115, 0.9032326485929906), (47, 0.9064900445036818), (5, 0.9323457617148193)]
[(142, 0.8750659135828646), (41, 0.9948029520722302), (171, 1.0925556157309684), (166, 1.1270912758872662), (113, 1.1344602283783514)]
[(154, 0.7446142839481589), (100, 0.8139974012248335), (59, 0.8353204563949832), (47, 0.8671660921244746), (16, 0.8725052879244651)]
[(29, 1.1919168754701799), (134, 1.308617704785445), (136, 1.3221034496250423), (57, 1.324258732352824), (114, 1.3285284458345858)]
[(61, 1.2202936221109488), (86, 1.5164039614582019), (162, 1.5865568351926282), (159, 1.6311209668259243), (124, 1.6355707888644222)]
[(15, 1.0532516904542286), (16, 1.0935241503630477), (134, 1.0956790231185285), (141, 1.0964791571531953), (32, 1.1095206166615044)]
[(55, 1.0467227001392114), (105, 1.1514603713565275), (5, 1.2535358974548476), (146, 1.257888313821098), (6, 1.2617500225365554)]
[(174, 1.0344928095814891), (87, 1.068162743960475), (28, 1.0974841443850303), (42, 1.1428215615211443), (21, 1.2941697695720058)]
[(149, 3.6714662456913514), (1, 3.86584507586635), (18, 4.41704887157322), (125, 4.423081995988188), (76, 4.649965099139537)]
[(99, 3.281040659846756), (83, 4.433106126247982), (175, 4.440010161905391), (71, 4.632647658735669), (67, 4.805273064587048)]
[(49, 2.046145798581055), (164, 2.9057700835388474), (102, 3.1893183795756097), (43, 3.5841218371047945), (2, 3.691378922451263)]
[(152, 0.8331857863626764), (131, 0.8622182666606046), (63, 0.9510893329586106), (34, 0.9964014369146951), (110, 1.0056848767493802)]
[(70, 0.8315709944538852), (110, 0.886497712921491), (163, 0.8913162764441901), (161, 0.9837059170005085), (154, 1.097081373671254)]
[(136, 0.7309159754654105), (29, 0.7884862097015305), (114, 1.0259790080424462), (57, 1.0411286190655784), (163, 1.0762648782402293)]
[(99, 3.23067063500408), (11, 3.327192143556215), (149, 3.7718918390085054), (52, 4.125262735108467), (1, 4.150345841527093)]
[(102, 2.77138745128391), (49, 3.021596635880769), (53, 3.0662684320495774), (2, 3.088454953247125), (43, 3.2250676572894212)]
[(62, 1.3904694648933442), (2, 1.435858625354724), (41, 1.4938014142186469), (177, 1.6179554819876725), (130, 1.6263579455568857)]
[(57, 0.9293543712775127), (44, 1.1005317192600101), (116, 1.1533340547432425), (141, 1.1896079234798758), (177, 1.3236046114522941)]
[(62, 1.6098810853469994), (44, 1.6904029686469937), (74, 1.6945639156748142), (102, 1.6998001689886584), (2, 1.7317294216739385)]
[(151, 0.954236946256712), (168, 1.1203332864840423), (69, 1.1851168365811526), (131, 1.2010427106422512), (10, 1.2041113320452732)]
[(166, 0.9095086171623084), (142, 0.9912986388404623), (146, 0.9931808887825129), (62, 1.1975329839735496), (173, 1.214529194480453)]
[(45, 2.8208516407281428), (1, 2.840381486979777), (71, 3.0727053967988627), (46, 3.347108393255525), (7, 3.4015845662571316)]
[(129, 0.8577750980300184), (21, 1.052843100474957), (105, 1.2264036224196466), (173, 1.2944122873393806), (5, 1.3114027585010732)]
[(116, 1.1332660819264813), (81, 1.3995520816413562), (89, 1.423551441977399), (95, 1.465933110055571), (66, 1.5016790367564505)]
[(59, 0.8820433352257595), (147, 0.8889952577254207), (26, 0.8940969979793565), (154, 0.906937422667196), (10, 0.9251521806712825)]
[(84, 0.7116001743186955), (10, 0.9424242532910799), (55, 0.972909965595639), (57, 1.0236512993989424), (134, 1.0418650040872248)]
